State,AgeGroup,Income,SavingsRate,Savings,PLI,Food,Transport,Housing,Health,Subscription,Restaurants,Clothing,Fitness,Others
Kelantan,50-54,6670.14,0.1906,1271.29,2271,981.9,908.73,1411.9,93.15,228.66,511.62,163.74,145.64,953.52
Selangor,55-59,4845.54,0.1466,710.17,2830,636.8,439.36,1167.5,105.76,335.73,832.69,117.19,95.36,404.97
Pahang,50-54,4324.24,0.1568,677.95,2480,918.32,408.53,840.2,112.1,338.85,485.29,122.23,91.55,329.22
Pahang,60-64,4806.1,0.1672,803.45,2480,892.9,455.61,870.98,119.31,394.15,616.09,131.09,114.86,407.67
Terengganu,25-29,5105.35,0.1705,870.44,2751,980.22,405.2,947.9,121.21,334.13,785.06,164.96,90.76,405.48
Perak,50-54,3636.35,0.1499,545.24,2297,850.61,317.33,746.11,100.35,218.69,411.05,110.55,57.24,279.19
Selangor,50-54,3771.12,0.1147,432.59,2830,609.72,356.71,975.15,88.74,250.01,585.64,105.17,68.39,298.99
Pahang,30-34,2660.39,0.0643,171.03,2480,778.59,252.19,644.38,70.36,181.78,272.27,74.93,42.95,171.91
Terengganu,25-29,3409.91,0.1405,478.93,2751,831.73,292.93,616.46,82.1,206.06,489.66,131.45,49.12,231.46
Kedah,25-29,2845.59,0.1141,324.75,2627,972.11,267.81,605.74,79.51,137.96,212.45,96.44,26.74,122.07
Kelantan,20-24,5377.95,0.1895,1019.33,2271,943.21,504.26,960.77,67.0,361.99,881.56,107.59,90.21,442.03
W.P. Labuan,25-29,5206.64,0.1509,785.83,2816,933.05,445.51,1471.41,78.35,441.51,530.69,100.3,81.52,338.47
Sabah,15-19,2580.69,0.044,113.6,2742,786.02,243.56,820.72,51.0,136.49,210.27,67.63,19.97,131.43
W.P. Putrajaya,20-24,4277.55,0.1094,467.88,2450,488.68,50.63,1533.46,106.26,398.31,611.99,121.17,152.23,346.93
Perlis,50-54,7346.92,0.1958,1438.25,2140,948.44,1072.47,1568.18,162.25,286.23,430.62,166.92,208.54,1065.02
Melaka,35-39,3087.76,0.092,284.05,2670,827.39,325.94,715.05,122.3,167.02,303.7,113.12,58.95,170.24
Pahang,35-39,4329.88,0.1591,688.85,2480,822.04,432.11,831.49,107.18,350.82,524.17,109.83,105.25,358.14
Negeri Sembilan,15-19,2140.4,0.0459,98.17,2402,617.57,213.86,514.44,67.32,140.14,227.73,60.14,47.7,153.33
Kelantan,45-49,4504.71,0.161,725.11,2271,1081.65,457.4,799.48,60.38,261.72,651.14,102.62,53.83,311.38
Negeri Sembilan,20-24,4082.13,0.144,587.92,2402,796.29,394.28,825.44,114.36,297.82,461.29,111.77,122.92,370.04
Pahang,55-59,4398.47,0.1547,680.32,2480,800.76,429.25,837.28,117.64,347.54,561.19,125.76,110.27,388.46
Kedah,50-54,3489.92,0.1409,491.81,2627,1150.73,306.8,737.04,95.47,167.43,258.7,119.39,29.75,132.79
Kedah,25-29,3264.34,0.1997,651.94,2627,777.83,359.56,539.88,74.43,190.67,292.74,131.93,39.43,205.92
Kedah,40-44,7447.13,0.1961,1460.48,2627,1024.22,1058.69,1557.34,190.38,251.48,432.92,289.98,206.59,975.04
Pahang,40-44,3900.03,0.148,577.32,2480,937.6,372.2,812.45,96.72,246.1,398.41,117.16,77.28,264.79
Pulau Pinang,35-39,3545.19,0.1136,402.72,2250,700.85,256.54,1012.05,85.02,188.31,517.1,100.21,46.71,235.67
Sarawak,55-59,3582.62,0.1999,716.14,2618,1035.94,241.98,931.34,76.22,139.56,195.08,73.16,39.76,133.45
W.P. Putrajaya,15-19,5600.88,0.1953,1093.86,2450,464.76,57.6,1772.79,125.79,501.6,786.5,132.93,199.66,465.39
Melaka,40-44,4066.38,0.1426,579.9,2670,786.2,489.31,716.09,145.69,265.77,470.28,169.7,111.93,331.51
Kelantan,25-29,3835.07,0.1441,552.48,2271,974.49,404.76,645.83,51.84,230.3,568.8,94.88,41.46,270.21
W.P. Labuan,15-19,4032.35,0.1914,771.77,2816,811.09,318.96,1073.13,61.33,296.45,349.08,75.2,51.64,223.7
Pahang,40-44,2612.78,0.0694,181.29,2480,753.22,261.58,618.57,69.02,174.99,268.49,73.88,43.66,168.08
W.P. Kuala Lumpur,55-59,4132.3,0.1009,416.93,2816,642.89,357.24,1388.64,91.2,223.46,583.6,73.32,74.43,280.59
W.P. Labuan,15-19,4986.19,0.1547,771.57,2816,934.51,414.03,1365.46,76.97,419.21,523.87,92.64,73.64,314.28
Terengganu,50-54,4235.09,0.1547,655.35,2751,923.89,357.81,788.49,103.02,264.08,616.95,149.91,72.38,303.19
Perlis,50-54,3928.29,0.1406,552.39,2140,1271.7,344.87,864.91,97.68,187.88,322.77,83.29,35.99,166.81
Negeri Sembilan,50-54,4494.97,0.1494,671.6,2402,936.02,443.71,905.31,127.24,305.15,483.49,128.06,118.56,375.83
Sarawak,25-29,2940.93,0.0912,268.12,2618,1015.11,227.72,826.38,69.58,129.12,175.53,66.39,36.89,126.08
Johor,30-34,3279.93,0.199,652.76,2589,653.07,289.15,727.41,102.28,179.28,313.31,83.32,52.82,226.53
W.P. Putrajaya,40-44,8335.53,0.1788,1490.03,2450,455.26,126.47,3217.44,175.53,383.82,573.96,195.93,518.05,1199.03
Sarawak,30-34,2979.78,0.0964,287.16,2618,1013.87,219.05,835.86,77.26,130.2,181.36,69.73,37.89,127.41
W.P. Putrajaya,20-24,2701.33,0.1288,347.97,2450,400.34,31.74,1058.57,67.71,206.18,301.0,69.61,63.08,155.13
Sabah,60-64,6738.95,0.1953,1316.17,2742,1053.74,627.62,1735.22,123.88,474.69,659.7,145.41,96.62,505.92
Sarawak,20-24,4630.35,0.1551,718.32,2618,1058.65,426.58,1070.76,100.69,288.06,426.02,124.07,97.85,319.36
Perlis,35-39,4625.74,0.1608,743.63,2140,836.39,539.22,829.75,101.15,370.9,605.49,118.4,99.74,381.07
Sabah,40-44,4327.41,0.1528,661.3,2742,823.76,405.0,1149.68,83.78,304.06,422.6,104.68,52.57,319.98
Melaka,50-54,4015.04,0.1493,599.43,2670,757.61,504.9,730.95,136.54,238.68,438.75,170.41,105.76,332.02
Negeri Sembilan,45-49,3923.3,0.1983,778.04,2402,916.27,331.84,835.3,103.64,213.54,342.68,87.11,73.19,241.68
Sarawak,55-59,3487.76,0.1948,679.36,2618,861.72,316.27,784.68,74.58,171.14,239.37,93.92,56.45,210.26
Perlis,30-34,4457.14,0.161,717.39,2140,814.93,535.93,807.12,95.63,344.08,588.91,104.28,87.78,361.1
Pahang,60-64,3448.14,0.1953,673.56,2480,720.02,324.48,643.6,85.03,240.9,354.91,90.89,66.28,248.48
Pulau Pinang,55-59,3993.12,0.1986,793.01,2250,599.97,280.84,951.65,89.77,228.61,597.95,105.72,62.1,283.51
Terengganu,25-29,4671.22,0.1634,763.48,2751,884.99,373.52,841.61,103.6,327.45,756.95,152.04,88.14,379.43
Perlis,50-54,3925.01,0.1493,586.04,2140,778.79,468.63,700.52,89.46,288.62,523.84,95.65,70.51,322.94
W.P. Kuala Lumpur,15-19,4551.75,0.1922,874.69,2816,476.53,363.27,1291.18,89.13,261.16,656.13,62.38,102.94,374.32
Pulau Pinang,25-29,6189.17,0.1708,1057.11,2250,589.88,437.97,1557.13,128.94,422.68,1114.17,134.99,168.04,578.26
Johor,30-34,2681.69,0.0664,177.99,2589,736.9,214.6,814.64,113.67,142.51,232.48,64.52,37.9,146.48
W.P. Putrajaya,60-64,7194.59,0.15,1079.21,2450,497.36,82.68,2453.3,149.83,695.0,1066.68,156.46,365.17,648.9
Perak,35-39,5589.57,0.1898,1060.81,2297,1023.84,485.11,1090.96,147.39,363.48,693.6,165.56,121.33,437.5
Pulau Pinang,25-29,2653.76,0.0732,194.33,2250,560.8,197.77,783.03,70.8,143.33,412.71,80.31,36.5,174.17
Terengganu,35-39,4229.37,0.1573,665.11,2751,975.43,359.23,779.22,101.33,242.09,605.5,148.24,59.75,293.46
Pahang,30-34,4234.24,0.1583,670.49,2480,898.57,395.54,789.75,110.76,337.15,490.8,116.16,95.48,329.54
Negeri Sembilan,40-44,4496.03,0.1416,636.6,2402,969.69,418.33,920.23,123.94,311.3,497.81,123.49,119.91,374.71
Johor,50-54,2927.36,0.0899,263.05,2589,726.83,278.95,774.23,114.26,172.05,281.58,75.82,42.38,198.21
Johor,25-29,2927.67,0.0815,238.66,2589,676.19,301.97,746.76,106.87,171.11,310.51,84.41,51.86,239.32
W.P. Putrajaya,50-54,4941.76,0.1975,976.09,2450,462.1,53.44,1573.89,107.03,427.66,661.41,123.94,173.62,382.58
Kelantan,30-34,4378.38,0.1696,742.54,2271,921.08,431.37,772.57,58.59,273.93,674.4,104.08,56.62,343.19
W.P. Putrajaya,35-39,4055.5,0.0966,391.87,2450,521.68,54.65,1486.28,98.04,374.79,563.27,118.23,138.81,307.88
W.P. Labuan,20-24,3874.93,0.1965,761.26,2816,738.22,294.76,1040.59,58.27,281.51,370.48,70.26,52.07,207.51
Sabah,45-49,7162.11,0.1945,1393.07,2742,832.52,880.24,2154.57,129.45,243.04,338.65,167.4,121.42,901.75
Kedah,20-24,3742.84,0.1467,549.13,2627,832.83,446.47,684.73,97.17,248.54,400.0,151.13,62.8,270.07
Sarawak,40-44,3327.97,0.195,648.93,2618,874.38,281.46,721.61,70.44,158.71,238.51,80.93,52.16,200.84
Selangor,35-39,4283.37,0.1985,850.4,2830,397.68,363.62,1012.1,85.54,309.92,693.77,93.42,108.34,368.58
Pulau Pinang,20-24,2504.93,0.0696,174.33,2250,531.86,188.31,747.25,62.49,139.5,383.52,71.45,33.29,172.93
W.P. Labuan,45-49,5195.55,0.1591,826.74,2816,910.33,438.82,1452.68,77.82,423.4,549.53,101.28,90.7,324.25
Pahang,45-49,3499.05,0.1939,678.58,2480,834.17,310.58,657.57,80.36,208.56,338.82,100.38,62.31,227.7
Pulau Pinang,30-34,5356.71,0.1647,882.24,2250,625.22,352.54,1332.97,123.59,351.46,954.03,149.4,112.27,472.97
Melaka,25-29,7471.27,0.1934,1444.94,2670,675.2,1093.89,1484.06,243.45,257.23,440.62,245.01,367.36,1219.52
Perlis,15-19,2175.33,0.1231,267.71,2140,586.59,252.64,423.73,48.38,131.89,232.37,59.99,27.66,144.39
W.P. Labuan,15-19,2596.73,0.0424,110.2,2816,824.06,179.7,958.01,42.94,148.44,177.7,44.48,21.58,89.64
Kelantan,30-34,4847.85,0.1777,861.55,2271,936.67,519.26,863.63,62.31,300.94,749.08,110.84,70.47,373.09
Perlis,20-24,4429.0,0.1588,703.54,2140,898.41,512.05,743.19,96.37,343.58,574.13,112.41,81.54,363.79
Melaka,60-64,5387.25,0.1698,914.64,2670,701.5,638.63,941.8,180.88,368.19,728.25,209.87,215.41,488.09
Perlis,45-49,4542.33,0.1663,755.42,2140,1007.72,510.05,792.25,102.24,330.55,519.25,112.27,70.15,342.43
Selangor,55-59,8792.87,0.1961,1724.45,2830,570.35,959.81,2388.48,190.34,315.26,740.11,181.96,335.43,1386.68
Johor,35-39,7198.24,0.1972,1419.27,2589,680.82,819.34,1841.76,233.41,234.17,423.25,158.01,255.44,1132.75
W.P. Kuala Lumpur,30-34,3712.06,0.0843,312.83,2816,497.03,329.26,1246.33,75.98,226.73,584.31,62.89,75.33,301.36
Melaka,20-24,3190.26,0.1047,334.14,2670,601.48,412.89,613.38,117.47,217.39,397.6,140.63,84.95,270.33
Pahang,40-44,5184.14,0.1645,852.7,2480,939.46,505.06,991.31,133.97,406.5,641.39,145.22,141.17,427.36
Selangor,50-54,5187.24,0.1571,814.8,2830,560.07,469.06,1257.6,115.53,385.01,869.48,120.77,118.66,476.28
Perak,30-34,5067.73,0.1709,865.92,2297,993.51,422.26,1024.2,131.44,336.63,622.26,150.17,94.29,427.05
Pahang,40-44,2610.37,0.0688,179.52,2480,706.96,272.28,564.96,71.9,190.7,294.77,84.01,57.28,187.98
Sarawak,15-19,2975.9,0.0911,271.14,2618,855.96,309.3,714.42,71.7,169.02,238.27,84.71,51.76,209.61
W.P. Putrajaya,40-44,5568.29,0.1999,1112.84,2450,583.69,65.48,1761.66,125.03,462.27,727.92,138.68,167.4,423.33
Melaka,30-34,4630.19,0.1553,719.13,2670,783.07,544.1,811.82,157.84,314.25,574.8,180.37,141.73,403.07
Johor,35-39,3238.72,0.1905,617.01,2589,819.08,220.22,820.68,111.17,148.49,243.27,65.27,36.53,156.99
Pahang,60-64,2502.11,0.1262,315.87,2480,689.49,228.8,539.82,67.63,160.66,241.52,66.58,41.36,150.39
Melaka,50-54,5124.06,0.1639,839.98,2670,758.03,611.44,908.75,176.15,336.2,664.62,185.89,164.62,478.39
W.P. Putrajaya,55-59,8361.55,0.1762,1473.55,2450,564.34,97.05,2601.08,178.43,846.26,1267.15,166.36,418.47,748.87
Kedah,25-29,2580.17,0.0431,111.29,2627,837.38,299.71,572.38,70.65,149.63,247.5,109.1,29.6,152.93
Sabah,55-59,3742.44,0.1423,532.52,2742,942.72,354.88,1001.45,67.5,207.6,295.86,100.92,31.89,207.12
W.P. Putrajaya,20-24,6134.71,0.1467,900.22,2450,455.09,70.96,2013.08,140.71,631.54,931.74,129.81,320.29,541.26
Perlis,15-19,2285.35,0.0682,155.96,2140,769.63,217.01,559.2,58.64,126.79,208.62,54.95,21.4,113.16
Kedah,40-44,5367.64,0.1857,997.03,2627,942.74,645.61,978.59,125.62,354.33,616.93,202.15,109.33,395.3
Johor,20-24,3268.82,0.1978,646.65,2589,552.32,303.55,713.86,108.87,203.3,346.53,79.37,63.52,250.85
Melaka,15-19,2404.17,0.0475,114.2,2670,499.33,329.26,476.55,95.26,167.47,321.99,111.35,73.55,215.22
W.P. Labuan,45-49,5447.27,0.1593,867.69,2816,955.91,482.3,1523.05,83.03,448.02,562.55,103.43,80.77,340.52
Perlis,15-19,2792.16,0.1043,291.16,2140,770.66,346.91,514.92,67.23,190.69,300.94,80.13,37.3,192.22
Terengganu,25-29,4499.26,0.1647,741.03,2751,992.46,371.96,779.12,102.91,296.12,660.34,158.26,76.25,320.82
W.P. Putrajaya,50-54,5115.17,0.1934,989.11,2450,444.45,59.51,1631.22,116.93,439.1,724.14,123.58,190.45,396.68
Johor,30-34,4799.06,0.1537,737.6,2589,794.35,434.76,1033.32,164.33,335.62,604.34,120.14,122.65,451.94
Terengganu,40-44,5131.22,0.1799,923.0,2751,822.94,443.28,941.09,117.92,360.19,811.77,140.35,127.54,443.14
Perlis,30-34,2902.76,0.112,325.07,2140,891.78,325.24,565.18,68.08,167.79,281.73,76.94,30.89,170.06
Sabah,20-24,2580.52,0.0466,120.34,2742,871.35,208.76,862.36,54.51,119.21,172.19,57.81,16.66,97.34
Kedah,20-24,4617.97,0.1677,774.61,2627,909.07,533.86,802.74,112.04,331.96,532.22,179.95,97.74,343.79
Selangor,50-54,4642.89,0.1486,689.89,2830,501.8,408.38,1114.0,103.7,331.87,829.01,105.44,115.8,443.01
Sabah,55-59,3119.75,0.113,352.55,2742,813.23,293.23,887.31,58.03,172.88,249.1,85.6,27.44,180.37
Johor,55-59,4247.53,0.1486,631.01,2589,775.87,424.74,923.4,149.14,290.44,490.95,110.23,96.01,355.73
W.P. Kuala Lumpur,40-44,5387.4,0.1433,772.14,2816,508.64,446.71,1702.92,98.46,336.43,861.3,76.28,146.49,438.04
Kelantan,15-19,2085.32,0.0471,98.12,2271,731.3,218.36,438.49,29.65,101.28,270.72,55.55,17.38,124.46
W.P. Kuala Lumpur,35-39,4347.51,0.1118,485.85,2816,565.32,406.71,1344.23,95.25,263.88,693.59,73.27,82.96,336.44
Perlis,35-39,3912.09,0.1459,570.58,2140,857.17,442.89,714.96,87.5,294.45,482.35,103.87,57.64,300.67
Melaka,45-49,5580.12,0.1736,968.49,2670,834.05,682.88,920.68,184.5,366.11,722.0,204.77,175.49,521.15
W.P. Labuan,25-29,5602.02,0.1639,918.26,2816,682.3,617.38,1913.28,80.42,234.35,276.85,104.55,136.3,638.33
Johor,20-24,2811.5,0.0716,201.18,2589,682.07,287.54,702.22,104.73,176.27,288.38,81.36,52.77,234.97
Perlis,25-29,2714.71,0.0957,259.83,2140,886.09,253.19,649.93,69.29,152.31,226.92,62.46,26.79,127.89
Pulau Pinang,20-24,4561.16,0.1455,663.56,2250,589.46,328.88,1125.61,110.71,298.93,811.83,123.75,96.21,412.22
W.P. Labuan,55-59,4273.67,0.1476,630.98,2816,875.79,377.26,1227.78,63.21,317.15,402.63,83.12,55.0,240.73
Terengganu,40-44,3688.77,0.1407,518.88,2751,926.4,329.08,652.81,80.71,221.25,521.68,135.44,52.31,250.22
Perlis,30-34,5730.5,0.1872,1072.6,2140,880.09,664.28,1018.81,120.79,477.41,752.26,114.68,132.23,497.35
W.P. Kuala Lumpur,30-34,4049.68,0.1051,425.57,2816,627.84,341.87,1397.65,82.6,220.48,531.11,69.49,65.97,287.09
Melaka,15-19,3611.94,0.1933,698.21,2670,552.46,419.63,589.05,123.17,249.03,432.61,137.05,105.29,305.42
Perak,15-19,3433.87,0.1931,663.24,2297,811.59,282.47,638.4,83.07,193.71,376.11,102.77,47.22,235.29
Johor,35-39,4390.84,0.1555,682.97,2589,750.68,406.1,953.59,151.23,315.01,545.13,112.16,99.05,374.92
Sabah,45-49,6892.38,0.1976,1362.05,2742,852.7,843.66,2075.94,121.07,226.96,327.81,146.98,128.63,806.59
Pahang,35-39,6046.95,0.1803,1089.98,2480,1044.2,569.99,1116.49,145.04,470.91,771.59,157.98,187.74,493.04
Negeri Sembilan,20-24,5125.44,0.1615,827.94,2402,876.08,480.42,1020.84,144.25,370.22,638.28,127.99,163.1,476.32
Kelantan,55-59,3700.85,0.1447,535.38,2271,1037.11,383.72,664.75,49.98,192.53,477.78,96.63,33.27,229.68
Perak,45-49,6219.16,0.194,1206.6,2297,766.79,709.98,1446.17,167.95,207.12,406.1,186.9,184.77,936.76
Selangor,25-29,2818.92,0.0482,135.8,2830,572.65,227.13,984.89,74.4,163.37,385.37,66.52,40.5,168.29
Sabah,35-39,4165.91,0.1446,602.21,2742,936.36,399.82,1094.43,78.81,253.3,383.45,114.06,42.62,260.85
Perlis,35-39,3574.3,0.1485,530.83,2140,816.92,418.25,612.1,79.73,272.57,415.57,93.1,51.7,283.53
Sabah,15-19,2480.76,0.044,109.08,2742,725.12,233.91,828.14,50.27,129.47,195.71,65.96,18.29,124.8
W.P. Kuala Lumpur,15-19,5174.76,0.1903,984.84,2816,530.69,398.29,1464.18,92.5,307.35,785.07,70.27,115.91,425.65
Johor,40-44,4901.74,0.1693,829.99,2589,743.04,464.4,1065.43,157.38,331.66,627.04,122.93,136.3,423.57
Johor,25-29,3713.95,0.1993,740.04,2589,649.3,331.99,778.96,122.7,227.94,410.41,95.59,67.85,289.16
Kelantan,50-54,6265.64,0.1941,1216.28,2271,1066.2,642.33,1129.4,77.8,405.61,990.11,125.03,99.56,513.32
Sarawak,35-39,4271.59,0.1563,667.66,2618,852.47,424.99,988.44,100.32,282.85,397.36,117.25,100.94,339.3
Perak,40-44,3277.38,0.1923,630.29,2297,972.83,219.52,723.92,90.47,131.0,257.17,78.73,28.17,145.27
Sabah,40-44,4211.25,0.1566,659.38,2742,925.73,404.74,1111.81,75.89,254.42,368.6,108.56,38.62,263.49
Perak,60-64,2886.09,0.1124,324.28,2297,939.0,200.28,710.65,91.26,136.47,246.46,75.21,28.32,134.16
Negeri Sembilan,35-39,4663.08,0.1534,715.51,2402,828.75,455.43,890.57,131.87,350.61,565.42,117.07,164.77,443.07
W.P. Labuan,15-19,4324.62,0.1413,611.23,2816,908.67,391.19,1175.11,66.86,340.66,432.44,83.78,63.02,251.66
Sarawak,45-49,4494.49,0.1548,695.72,2618,892.35,438.64,1044.84,98.84,307.22,415.55,120.86,109.92,370.55
Sabah,20-24,7150.19,0.195,1393.93,2742,870.56,852.7,2241.26,123.6,228.58,320.29,156.11,125.37,837.8
Sabah,30-34,3708.17,0.1427,529.07,2742,796.27,351.67,1001.55,73.42,248.5,332.49,94.36,35.88,244.97
Kedah,20-24,3477.17,0.1408,489.46,2627,888.69,429.29,624.5,82.84,204.86,339.66,145.83,45.14,226.91
Negeri Sembilan,50-54,4938.12,0.1592,786.05,2402,954.61,441.82,931.67,135.92,383.56,587.71,119.59,150.07,447.12
W.P. Labuan,30-34,4698.71,0.1487,698.58,2816,848.9,426.84,1353.29,72.22,396.42,463.84,90.74,66.41,281.47
W.P. Putrajaya,35-39,6910.61,0.1586,1096.24,2450,596.86,80.8,2249.69,164.01,636.23,1049.24,171.57,331.74,534.23
Kedah,25-29,3437.45,0.141,484.67,2627,808.46,395.89,596.89,83.07,240.06,382.13,148.33,57.35,240.61
Selangor,45-49,5431.97,0.1574,855.19,2830,612.38,530.97,1232.47,119.38,412.7,946.91,122.57,125.84,473.57
Sabah,50-54,6560.96,0.1958,1284.8,2742,1029.99,634.31,1696.41,108.94,436.84,669.67,139.08,95.47,465.45
Perlis,55-59,5305.4,0.1721,913.28,2140,1043.5,595.11,905.0,116.06,417.27,663.04,132.37,87.17,432.61
Johor,20-24,2447.52,0.0489,119.77,2589,640.46,249.18,667.17,96.36,145.47,249.81,66.53,37.78,175.0
Melaka,25-29,3032.1,0.0895,271.51,2670,604.71,409.69,568.63,104.97,203.06,373.09,138.11,86.71,271.64
Perlis,55-59,3907.79,0.1437,561.7,2140,899.62,453.21,697.87,89.33,287.72,455.6,108.76,56.31,297.66
W.P. Putrajaya,35-39,4951.52,0.1919,950.1,2450,431.86,55.74,1575.14,111.47,446.3,713.44,114.6,172.9,379.97
Kelantan,40-44,4624.46,0.1698,785.16,2271,932.03,482.09,776.46,62.99,288.73,761.8,113.63,69.17,352.39
Perlis,60-64,4500.29,0.1615,726.65,2140,863.04,516.57,806.76,98.29,350.31,582.77,113.45,75.19,367.25
Pahang,40-44,2592.86,0.0661,171.29,2480,849.23,209.64,670.16,79.32,154.74,227.14,63.9,37.37,130.07
Kedah,15-19,6620.6,0.1989,1317.02,2627,1092.83,788.62,1167.31,155.77,467.15,737.68,214.47,151.38,528.37
Perlis,45-49,4752.59,0.1647,782.76,2140,1068.34,515.25,842.85,107.94,353.92,549.39,120.55,69.92,341.68
Sabah,30-34,7380.31,0.1927,1422.11,2742,879.57,910.22,2189.47,138.11,235.09,347.46,175.54,131.38,951.36
Kelantan,30-34,5130.73,0.1797,921.94,2271,1036.35,536.07,903.83,65.83,321.69,781.41,117.63,76.45,369.53
Sarawak,35-39,3089.86,0.1194,369.01,2618,995.83,238.2,838.91,80.56,129.91,195.52,66.75,38.56,136.62
Selangor,20-24,2877.52,0.1211,348.36,2830,463.84,262.19,759.59,66.72,181.95,436.18,76.08,53.37,229.23
Negeri Sembilan,45-49,5163.93,0.1672,863.17,2402,824.01,499.88,1001.52,141.07,401.63,640.15,127.19,213.92,451.41
W.P. Putrajaya,35-39,3320.47,0.0766,254.31,2450,423.38,45.51,1252.63,85.35,315.32,469.43,95.9,114.74,263.91
W.P. Kuala Lumpur,25-29,3364.33,0.0704,236.77,2816,496.3,318.84,1177.04,73.98,198.8,489.29,56.35,65.62,251.33
Pahang,30-34,3965.9,0.149,590.89,2480,783.34,401.37,784.57,97.79,304.48,491.15,110.46,95.91,305.94
Selangor,55-59,3819.15,0.1189,454.22,2830,687.56,294.5,1268.43,94.05,215.77,475.9,84.82,49.92,193.98
W.P. Putrajaya,25-29,7227.03,0.1585,1145.66,2450,406.98,109.88,2869.56,155.53,340.56,531.29,178.45,433.39,1055.73
Terengganu,15-19,2518.29,0.0419,105.47,2751,900.47,178.77,610.88,74.52,127.98,286.73,87.56,25.91,119.99
Negeri Sembilan,15-19,5527.71,0.1628,900.0,2402,773.74,502.99,1159.84,146.01,442.13,680.41,122.0,254.86,545.74
Johor,45-49,4416.81,0.1592,703.25,2589,871.14,411.29,1003.99,143.59,276.64,460.6,118.66,80.73,346.92
Perak,15-19,2676.16,0.0826,221.18,2297,842.98,233.4,624.74,77.42,138.19,259.57,87.58,28.83,162.26
Pulau Pinang,15-19,7561.8,0.1906,1441.56,2250,566.09,685.09,2133.67,170.03,245.83,654.51,181.04,249.61,1234.37
Melaka,35-39,3957.85,0.1441,570.2,2670,733.52,475.23,705.81,140.0,245.37,463.27,176.59,111.9,335.95
Sabah,45-49,4062.17,0.1441,585.19,2742,938.71,408.4,1064.91,75.26,243.52,351.62,104.84,38.91,250.81
Terengganu,50-54,5355.41,0.1816,972.39,2751,1042.13,445.11,938.62,122.62,331.58,825.98,183.74,93.99,399.24
W.P. Putrajaya,50-54,7489.72,0.1671,1251.68,2450,501.75,78.91,2507.17,163.24,712.19,1100.46,149.78,377.06,647.49
Perlis,20-24,3762.35,0.1489,560.27,2140,797.46,430.96,686.87,87.91,271.67,485.06,91.81,63.7,286.63
W.P. Putrajaya,60-64,3636.96,0.0889,323.31,2450,395.68,45.72,1292.35,88.33,363.56,577.76,103.39,138.56,308.3
Johor,60-64,5855.17,0.1735,1016.01,2589,812.63,553.54,1325.85,192.92,401.92,712.09,148.02,156.53,535.65
W.P. Labuan,40-44,7452.36,0.191,1423.36,2816,1077.12,608.51,2024.49,105.67,645.34,823.33,120.74,142.44,481.37
Johor,15-19,4318.8,0.1501,648.13,2589,745.03,399.45,964.27,149.08,285.92,526.76,107.94,99.69,392.52
Kedah,40-44,4862.3,0.1725,838.65,2627,920.31,598.62,848.5,124.17,332.77,554.56,196.76,98.29,349.68
Terengganu,30-34,5562.87,0.1841,1024.28,2751,1027.05,469.51,1021.33,119.96,367.8,844.41,185.01,112.9,390.63
Perlis,60-64,5077.48,0.176,893.43,2140,955.24,576.53,894.84,113.27,370.41,650.49,125.89,92.05,405.33
Negeri Sembilan,20-24,5639.63,0.1735,978.66,2402,752.31,545.56,1117.13,144.45,466.34,692.6,122.06,242.76,577.75
Johor,60-64,7114.7,0.1977,1406.7,2589,682.43,849.35,1755.57,220.79,256.92,402.75,168.8,268.41,1102.98
Perlis,30-34,4691.7,0.1641,769.9,2140,963.2,517.34,823.42,102.99,349.95,568.26,121.26,81.43,393.96
Kelantan,25-29,3778.66,0.141,532.87,2271,994.96,396.94,676.24,49.96,216.15,509.29,101.31,38.81,262.13
Melaka,25-29,3799.82,0.1998,759.11,2670,680.31,426.27,660.35,118.78,229.94,395.48,142.68,92.29,294.61
Perlis,35-39,4423.42,0.1549,685.33,2140,812.88,538.77,819.74,95.4,355.33,565.67,110.21,90.11,349.98
W.P. Kuala Lumpur,25-29,4406.3,0.1135,500.33,2816,565.42,404.55,1356.04,88.84,274.84,693.83,67.92,97.04,357.5
Selangor,55-59,3639.26,0.1099,399.94,2830,643.59,328.6,1072.87,81.2,217.35,493.6,93.99,53.01,255.1
Johor,60-64,6929.71,0.1924,1333.15,2589,652.07,775.3,1796.44,223.86,229.41,393.8,151.59,247.32,1126.76
Kedah,45-49,5786.49,0.1914,1107.58,2627,954.28,669.26,1035.89,139.74,424.51,665.15,198.45,123.15,468.47
Melaka,40-44,2770.49,0.0688,190.48,2670,554.64,372.98,559.18,103.75,191.1,350.96,127.85,79.67,239.88
Negeri Sembilan,45-49,5895.26,0.1726,1017.82,2402,793.84,548.14,1174.95,153.7,463.61,765.66,123.11,258.47,595.98
Sabah,25-29,3669.88,0.1484,544.56,2742,793.35,351.0,962.23,71.85,233.4,328.65,100.09,37.7,247.06
Selangor,35-39,3822.53,0.1165,445.42,2830,507.94,364.2,1013.22,84.99,267.04,642.75,97.94,76.43,322.59
W.P. Kuala Lumpur,30-34,3490.77,0.0716,250.03,2816,581.91,341.32,1185.29,78.55,189.13,481.49,61.66,60.16,261.23
W.P. Putrajaya,15-19,6935.46,0.1502,1041.59,2450,524.83,80.33,2257.92,155.73,687.27,1040.53,153.18,359.44,634.64
